the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation,any of several fat-soluble vitamins essential for normal vision; prevents night blindness or inflammation or dryness of the eyes,one of the four nucleotides used in building DNA; all four nucleotides have a common phosphate group and a sugar (ribose),(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""",the 1st letter of the Roman alphabet,the blood group whose red cells carry the A antigen,,,,,,,,,,,,,,,,,,,,,,,,,,
is,"have the quality of being; (copula, used with an adjective or a predicate noun); ""John is rich""; ""This is not a good answer""","be identical to; be someone or something; ""The president of the company is John Smith""; ""This is my house""","occupy a certain position or area; be somewhere; ""Where is my umbrella?"" ""The toolshed is in the back""; ""What is behind this behavior?""","have an existence, be extant; ""Is there a God?""","happen, occur, take place; ""I lost my wallet; this was during the visit to my parents' house""; ""There were two hundred people at his funeral""; ""There was a lot of noise in the kitchen""","be identical or equivalent to; ""One dollar equals 1,000 rubles these days!""","form or compose; ""This money is my only income""; ""The stone wall was the backdrop for the performance""; ""These constitute my entire belonging""; ""The children made up the chorus""; ""This sum represents my entire income for a year""; ""These few men comprise his entire army""","work in a specific place, with a specific subject, or in a specific function; ""He is a herpetologist""; ""She is our resident philosopher""","represent, as of a character on stage; ""Derek Jacobi was Hamlet""","spend or use time; ""I may be an hour""","have life, be alive; ""Our great leader is no more""; ""My grandfather lived until the end of war""","to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form; ""let her be""","be priced at; ""These shoes cost $100""",,,,,,,,,,,,,,,,,,,,
greater,"greater in size or importance or degree; ""for the greater good of the community""; ""the greater Antilles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fire,"the event of something burning (often destructive); ""they lost everything in the fire""","the act of firing weapons or artillery at an enemy; ""hold your fire until you can see the whites of their eyes""; ""they retreated in the face of withering enemy fire""","the process of combustion of inflammable materials producing heat and light and (often) smoke; ""fire was one of our ancestors' first discoveries""","a fireplace in which a relatively small fire is burning; ""they sat by the fire and talked""",once thought to be one of four elements composing the universe (Empedocles),"feelings of great warmth and intensity; ""he spoke with great ardor""","fuel that is burning and is used as a means for cooking; ""put the kettle on the fire""; ""barbecue over an open fire""","a severe trial; ""he went through fire and damnation""","intense adverse criticism; ""Clinton directed his fire at the Republican Party""; ""the government has come under attack""; ""don't give me any flak""",,,,,,,,,,,,,,,,,,,,,,,,
no,"a negative; ""his no was loud and clear""",a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
back,"the posterior part of a human (or animal) body from the neck to the end of the spine; ""his back was nicely tanned""","the side that goes last or is not normally seen; ""he wrote the date on the back of the photograph""","the part of something that is furthest from the normal viewer; ""he stood at the back of the stage""; ""it was hidden in the rear of the store""",(football) a person who plays in the backfield,"the series of vertebrae forming the axis of the skeleton and protecting the spinal cord; ""the fall broke his back""","the protective covering on the front, back, and spine of a book; ""the book had a leather binding""","the part of a garment that covers the back of your body; ""they pinned a `kick me' sign on his back""","a support that you can lean against while sitting; ""the back of the dental chair was adjustable""",(American football) the position of a player on a football team who is stationed behind the line of scrimmage,,,,,,,,,,,,,,,,,,,,,,,,
long,"for an extended time or at a distant time; ""a promotion long overdue""; ""something long hoped for""; ""his name has long been forgotten""; ""talked all night long""; ""how long will you be gone?""; ""arrived long before he was expected""; ""it is long after your bedtime""",for an extended distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
along,"with a forward motion; ""we drove along admiring the view""; ""the horse trotted along at a steady pace""; ""the circus traveled on to the next city""; ""move along""; ""march on""","in accompaniment or as a companion; ""his little sister came along to the movies""; ""I brought my camera along""; ""working along with his father""","to a more advanced state; ""the work is moving along""; ""well along in their research""; ""hurrying their education along""; ""getting along in years""","in addition (usually followed by `with'); ""we sent them food and some clothing went along in the package""; ""along with the package came a bill""; ""consider the advantages along with the disadvantages""","in line with a length or direction (often followed by `by' or `beside'); ""pass the word along""; ""ran along beside me""; ""cottages along by the river""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
court,an assembly (including one or more judges) to conduct judicial business,"a room in which a lawcourt sits; ""television cameras were admitted in the courtroom""",the sovereign and his advisers who are the governing power of a state,"a specially marked horizontal area within which a game is played; ""players had to reserve a court in advance""",Australian woman tennis player who won many major championships (born in 1947),the family and retinue of a sovereign or prince,a hotel for motorists; provides direct access from rooms to parking area,a tribunal that is presided over by a magistrate or by one or more judges who administer justice according to the laws,"the residence of a sovereign or nobleman; ""the king will visit the duke's court""","an area wholly or partly surrounded by walls or buildings; ""the house was built around an inner court""","respectful deference; ""pay court to the emperor""",,,,,,,,,,,,,,,,,,,,,,
above,"an earlier section of a written text; ""for instructions refer to the above""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
story,"a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program; ""his narrative was interesting""; ""Disney's stories entertain adults as well as children""","a piece of fiction that narrates a chain of related events; ""he writes stories for the magazines""","a structure consisting of a room or set of rooms at a single position along a vertical scale; ""what level is the office on?""","a record or narrative description of past events; ""a history of France""; ""he gave an inaccurate account of the plot to kill the president""; ""the story of exposure to lead""","a short account of the news; ""the report of his speech""; ""the story was on the 11 o'clock news""; ""the account of his speech that was given on the evening news made the governor furious""","a trivial lie; ""he told a fib about eating his spinach""; ""how can I stop my child from telling stories?""",,,,,,,,,,,,,,,,,,,,,,,,,,,
alone,"without any others being included or involved; ""was entirely to blame""; ""a school devoted entirely to the needs of problem children""; ""he works for Mr. Smith exclusively""; ""did it solely for money""; ""the burden of proof rests on the prosecution alone""; ""a privilege granted only to him""","without anybody else or anything else; ""the child stayed home alone""; ""the pillar stood alone, supporting nothing""; ""he flew solo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,"an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ""they are endowed by their Creator with certain unalienable Rights""; ""Certain rights can never be granted to the government but must be kept in the hands of the people""- Eleanor Roosevelt; ""a right is not something that somebody gives you; it is something that nobody can take away""","location near or direction toward the right side; i.e. the side to the south when a person or object faces east; ""he stood on the right""",the piece of ground in the outfield on the catcher's right,those who support political or social or economic conservatism; those who believe that things are better left unchanged,"the hand that is on the right side of the body; ""he writes with his right hand but pitches with his left""; ""hit him with quick rights to the body""","a turn toward the side of the body that is on the south when the person is facing east; ""take a right at the corner""","anything in accord with principles of justice; ""he feels he is in the right""; ""the rightfulness of his claim""","(frequently plural) the interest possessed by law or custom in some intangible thing; ""mineral rights""; ""film rights""",,,,,,,,,,,,,,,,,,,,,,,,,
personal,a short newspaper article about a particular person or group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suggest,"make a proposal, declare a plan for something; ""the senator proposed to abolish the sales tax""",drop a hint; intimate by a hint,"imply as a possibility; ""The evidence suggests a need for more clarification""","suggest the necessity of an intervention; in medicine; ""Tetracycline is indicated in such cases""","call to mind; ""this remark evoked sadness""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
river,"a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
able,"(usually followed by `to') having the necessary means or skill or know-how or authority to do something; ""able to swim""; ""she was able to program her computer""; ""we were at last able to buy a car""; ""able to get a grant for the project""","have the skills and qualifications to do things well; ""able teachers""; ""a capable administrator""; ""children as young as 14 can be extremely capable and dependable""","having inherent physical or mental ability or capacity; ""able to learn""; ""human beings are able to walk on two feet""; ""Superman is able to leap tall buildings""","having a strong healthy body; ""an able seaman""; ""every able-bodied young man served in the army""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secretary,a person who is head of an administrative department of government,an assistant who handles correspondence and clerical work for a boss or an organization,a person to whom a secret is entrusted,a desk used for writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
less,"used to form the comparative of some adjectives and adverbs; ""less interesting""; ""less expensive""; ""less quickly""","comparative of little; ""she walks less than she should""; ""he works less these days""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation,"the state of being in effect or being operative; ""that rule is no longer in operation""","a business especially one run on a large scale; ""a large-scale farming operation""; ""a multinational operation""; ""they paid taxes on every stage of the operation""; ""they had to consolidate their operations""","a planned activity involving many people performing various actions; ""they organized a rescue operation""; ""the biggest police operation in French history""; ""running a restaurant is quite an operation""; ""consolidate the companies various operations""","(computer science) data processing in which the result is completely specified by a rule (especially the processing that results from a single instruction); ""it can perform millions of operations per second""","activity by a military or naval force (as a maneuver or campaign); ""it was a joint operation of the navy and air force""","a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body; ""they will schedule the operation as soon as an operating room is available""; ""he died while undergoing surgery""","a process or series of acts especially of a practical or mechanical nature involved in a particular form of work; ""the operations in building a house""; ""certain machine tool operations""","process or manner of functioning or operating; ""the power of its engine determines its operation""; ""the plane's operation in high winds""; ""they compared the cooking performance of each oven""; ""the jet's performance conformed to high standards""","(psychology) the performance of some composite cognitive activity; an operation that affects mental contents; ""the process of thinking""; ""the cognitive operation of remembering""","(mathematics) calculation by mathematical methods; ""the problems at the end of the chapter demonstrated the mathematical processes involved in the derivation""; ""they were learning the basic operations of arithmetic""","the activity of operating something (a machine or business etc.); ""her smooth operation of the vehicle gave us a surprisingly comfortable ride""",,,,,,,,,,,,,,,,,,,,,,
allow,"make it possible through a specific action or lack of action for something to happen; ""This permits the water to rush in""; ""This sealed door won't allow the water come into the basement""; ""This will permit the rain to run off""","consent to, give permission; ""She permitted her son to visit her estranged husband""; ""I won't let the police search her basement""; ""I cannot allow you to see your exam""","let have; ""grant permission""; ""Mandela was allowed few visitors in prison""","give or assign a resource to a particular person or cause; ""I will earmark this money for your research""; ""She sets aside time for meditation every day""","make a possibility or provide opportunity for; permit to be attainable or cause to remain; ""This leaves no room for improvement""; ""The evidence allows only one conclusion""; ""allow for mistakes""; ""leave lots of time for the trip""; ""This procedure provides for lots of leeway""","allow or plan for a certain possibility; concede the truth or validity of something; ""I allow for this possibility""; ""The seamstress planned for 5% shrinkage after the first wash""","afford possibility; ""This problem admits of no solution""; ""This short story allows of several different interpretations""","allow the other (baseball) team to score; ""give up a run""","grant as a discount or in exchange; ""The camera store owner allowed me $50 on my old camera""","allow the presence of or allow (an activity) without opposing or prohibiting; ""We don't allow dogs here""; ""Children are not permitted beyond this point""; ""We cannot tolerate smoking in the hospital""",,,,,,,,,,,,,,,,,,,,,,,
sometimes,"on certain occasions or in certain cases but not always; ""sometimes she wished she were back in England""; ""sometimes her photography is breathtaking""; ""sometimes they come for a month; at other times for six months""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organization,a group of people who work together,"an organized structure for arranging or classifying; ""he changed the arrangement of the topics""; ""the facts were familiar but it was in the organization of them that he was original""; ""he tried to understand their system of classification""","the persons (or committees or departments etc.) who make up a body for the purpose of administering something; ""he claims that the present administration is corrupt""; ""the governance of an association is responsible to its members""; ""he quickly became recognized as a member of the establishment""","the act of organizing a business or an activity related to a business; ""he was brought in to supervise the organization of a new department""","an ordered manner; orderliness by virtue of being methodical and well organized; ""his compulsive organization was not an endearing quality""; ""we can't do it unless we establish some system around here""","the activity or result of distributing or disposing persons or things properly or methodically; ""his organization of the work force was very efficient""","the act of forming or establishing something; ""the constitution of a PTA group last year""; ""it was the establishment of his reputation""; ""he still remembers the organization of the club""",,,,,,,,,,,,,,,,,,,,,,,,,,
major,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain,British statesman who was prime minister from 1990 until 1997 (born in 1943),"a university student who is studying a particular field as the principal subject; ""she is a linguistics major""","the principal field of study of a student at a university; ""her major is linguistics""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear,"the state of being free of suspicion; ""investigation showed that he was in the clear""","a clear or unobstructed space or expanse of land or water; ""finally broke out of the forest into the open""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sure,"definitely or positively (`sure' is sometimes used informally for `surely'); ""the results are surely encouraging""; ""she certainly is a hard worker""; ""it's going to be a good day for sure""; ""they are coming, for certain""; ""they thought he had been killed sure enough""; ""he'll win sure as shooting""; ""they sure smell good""; ""sure he'll come""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
half,"one of two equal parts of a divisible whole; ""half a loaf""; ""half an hour""; ""a century and one half""",one of two divisions into which some games or performances are divided: the two divisions are separated by an interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant,"buildings for carrying on industrial labor; ""they built a large plant to manufacture automobiles""",(botany) a living organism lacking the power of locomotion,an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience,"something planted secretly for discovery by another; ""the police used a plant to trick the thieves""; ""he claimed that the evidence against him was a plant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reduce,"cut down on; make a reduction in; ""reduce your daily fat intake""; ""The employer wants to cut back health benefits""","make less complex; ""reduce a problem to a single question""","bring to humbler or weaker state or condition; ""He reduced the population to slavery""",simplify the form of a mathematical equation of expression by substituting one term for another,"lower in grade or rank or force somebody into an undignified situation; ""She reduced her niece to a servant""","be the essential element; ""The proposal boils down to a compromise""","reduce in size; reduce physically; ""Hot water will shrink the sweater""; ""Can you shrink this image?""","lessen and make more modest; ""reduce one's standard of living""","make smaller; ""reduce an image""","to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons","narrow or limit; ""reduce the influx of foreigners""","put down by force or intimidation; ""The government quashes any attempt of an uprising""; ""China keeps down her dissidents very efficiently""; ""The rich landowners subjugated the peasants working the land""","undergo meiosis; ""The cells reduce""",reposition (a broken bone after surgery) back to its normal site,destress and thus weaken a sound when pronouncing it,"reduce in scope while retaining essential elements; ""The manuscript must be shortened""","be cooked until very little liquid is left; ""The sauce should reduce to one cup""","cook until very little liquid is left; ""The cook reduced the sauce by boiling it for a long time""","lessen the strength or flavor of a solution or mixture; ""cut bourbon""",take off weight,,,,,,,,,,,,,
county,"(United Kingdom) a region created by territorial division for the purpose of local government; ""the county has a population of 12,345 people""","(United States) the largest administrative district within a state; ""the county plans to build a new road""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
describe,"give a description of; ""He drew an elaborate plan of attack""","to give an account or representation of in words; ""Discreet Italian police described it in a manner typically continental""","make a mark or lines on a surface; ""draw a line""; ""trace the outline of a figure in the sand""","identify as in botany or biology, for example",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plan,"a series of steps to be carried out or goals to be accomplished; ""they drew up a six-step plan""; ""they discussed plans for a new bond issue""","an arrangement scheme; ""the awkward design of the keyboard made operation difficult""; ""it was an excellent design for living""; ""a plan for seating guests""","scale drawing of a structure; ""the plans for City Hall were on file""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wear,"impairment resulting from long use; ""the tires showed uneven wear""",a covering designed to be worn on a person's body,"the act of having on your person as a covering or adornment; ""she bought it for everyday wear""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subject,"the subject matter of a conversation or discussion; ""he didn't want to discuss that subject""; ""it was a very sensitive topic""; ""his letters were always on the theme of love""","something (a person or object or scene) selected by an artist or photographer for graphic representation; ""a moving picture of a train is more dramatic than a still picture of the same subject""","a branch of knowledge; ""in what discipline is his doctorate?""; ""teachers should be well trained in their subject""; ""anthropology is the study of human beings""","some situation or event that is thought about; ""he kept drifting off the topic""; ""he had been thinking about the subject for several years""; ""it is a matter for the police""",(grammar) one of the two main constituents of a sentence; the grammatical constituent about which something is predicated,"a person who is subjected to experimental or other observational procedures; someone who is an object of investigation; ""the subjects for this investigation were selected randomly""; ""the cases that we studied were drawn from two different communities""","a person who owes allegiance to that nation; ""a monarch has a duty to his subjects""",(logic) the first term of a proposition,,,,,,,,,,,,,,,,,,,,,,,,,
cent,a fractional monetary unit of several countries,a coin worth one-hundredth of the value of the basic unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
report,"a written document describing the findings of some individual or group; ""this accords with the recent study by Hill and Dale""","the act of informing by verbal report; ""he heard reports that they were causing trouble""; ""by all accounts they were a happy couple""","a short account of the news; ""the report of his speech""; ""the story was on the 11 o'clock news""; ""the account of his speech that was given on the evening news made the governor furious""","a sharp explosive sound (especially the sound of a gun firing); ""they heard a violent report followed by silence""","a written evaluation of a student's scholarship and deportment; ""his father signed his report card""","an essay (especially one written as an assignment); ""he got an A on his composition""","the general estimation that the public has for a person; ""he acquired a reputation as an actor before he started writing""; ""he was a person of bad report""",,,,,,,,,,,,,,,,,,,,,,,,,,
right,"an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ""they are endowed by their Creator with certain unalienable Rights""; ""Certain rights can never be granted to the government but must be kept in the hands of the people""- Eleanor Roosevelt; ""a right is not something that somebody gives you; it is something that nobody can take away""","location near or direction toward the right side; i.e. the side to the south when a person or object faces east; ""he stood on the right""",the piece of ground in the outfield on the catcher's right,those who support political or social or economic conservatism; those who believe that things are better left unchanged,"the hand that is on the right side of the body; ""he writes with his right hand but pitches with his left""; ""hit him with quick rights to the body""","a turn toward the side of the body that is on the south when the person is facing east; ""take a right at the corner""","anything in accord with principles of justice; ""he feels he is in the right""; ""the rightfulness of his claim""","(frequently plural) the interest possessed by law or custom in some intangible thing; ""mineral rights""; ""film rights""",,,,,,,,,,,,,,,,,,,,,,,,,
seek,the movement of a read/write head to a specific data track on a disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datum,an item of factual information derived from measurement or research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decide,"reach, make, or come to a decision about something; ""We finally decided after lengthy deliberations""","bring to an end; settle conclusively; ""The case was decided""; ""The judge decided the case in favor of the plaintiff""; ""The father adjudicated when the sons were quarreling over their inheritance""","cause to decide; ""This new development finally decided me!""","influence or determine; ""The vote in New Hampshire often decides the outcome of the Presidential election""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
source,"the place where something begins, where it springs into being; ""the Italian beginning of the Renaissance""; ""Jupiter was the origin of the radiation""; ""Pittsburgh is the source of the Ohio River""; ""communism's Russian root""","a document (or organization) from which information is obtained; ""the reporter had two sources for the story""",anything that provides inspiration for later work,a facility where something is available,a person who supplies information,"someone who originates or causes or initiates something; ""he was the generator of several complaints""","(technology) a process by which energy or a substance enters a system; ""a heat source""; ""a source of carbon dioxide""","anything (a person or animal or plant or substance) in which an infectious agent normally lives and multiplies; ""an infectious agent depends on a reservoir for its survival""","a publication (or a passage from a publication) that is referred to; ""he carried an armful of references back to his desk""; ""he spent hours looking for the source of that quotation""",,,,,,,,,,,,,,,,,,,,,,,,
food,any substance that can be metabolized by an animal to give energy and build tissue,"any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink""",anything that provides mental stimulus for thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
else,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nature,"the essential qualities or characteristics by which something is recognized; ""it is the nature of fire to burn""; ""the true nature of jealousy""","a causal agent creating and controlling things in the universe; ""the laws of nature""; ""nature has seen to it that men are stronger than women""","the natural physical world including plants and animals and landscapes etc.; ""they tried to preserve nature as they found it""","the complex of emotional and intellectual attributes that determine a person's characteristic actions and reactions; ""it is his nature to help others""","a particular type of thing; ""problems of this type are very difficult to solve""; ""he's interested in trains and things of that nature""; ""matters of a personal nature""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
committee,"a special group delegated to consider some matter; ""a committee is a group that keeps minutes and loses hours"" - Milton Berle",a self-constituted organization to promote something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accept,"consider or hold as true; ""I cannot accept the dogma of this church""; ""accept an argument""","receive willingly something given or offered; ""The only girl who would have him was the miller's daughter""; ""I won't have this dog in my house!""; ""Please accept my present""","give an affirmative reply to; respond favorably to; ""I cannot accept your invitation""; ""I go for this resolution""","react favorably to; consider right and proper; ""People did not accept atonal music at that time""; ""We accept the idea of universal health care""","admit into a group or community; ""accept students for graduate study""; ""We'll have to vote on whether or not to admit a new member""","take on as one's own the expenses or debts of another person; ""I'll accept the charges""; ""She agreed to bear the responsibility""","tolerate or accommodate oneself to; ""I shall have to accept these unpleasant working conditions""; ""I swallowed the insult""; ""She has learned to live with her husband's little idiosyncrasies""","be designed to hold or take; ""This surface will not take the dye""","receive (a report) officially, as from a committee","make use of or accept for some purpose; ""take a risk""; ""take an opportunity""","be sexually responsive to, used of a female domesticated mammal; ""The cow accepted the bull""",,,,,,,,,,,,,,,,,,,,,,
stay,"continuing or remaining in a place or state; ""they had a nice stay in Paris""; ""a lengthy hospital stay""; ""a four-month stay in bankruptcy court""","the state of inactivity following an interruption; ""the negotiations were in arrest""; ""held them in check""; ""during the halt he got some lunch""; ""the momentary stay enabled him to escape the blow""; ""he spent the entire stop in his seat""","a judicial order forbidding some action until an event occurs or the order is lifted; ""the Supreme Court has the power to stay an injunction pending an appeal to the whole Court""",a thin strip of metal or bone that is used to stiffen a garment (e.g. a corset),(nautical) brace consisting of a heavy rope or wire cable used as a support for a mast or spar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event,something that happens at a given place and time,"a special set of circumstances; ""in that event, the first possibility is excluded""; ""it may rain in which case the picnic will be canceled""",a phenomenon located at a single point in space-time; the fundamental observational entity in relativity theory,"a phenomenon that follows and is caused by some previous phenomenon; ""the magnetic effect was greater when the rod was lengthwise""; ""his decision had depressing consequences for business""; ""he acted very wise after the event""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
district,a region marked off for administrative or other purposes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volume,"the amount of 3-dimensional space occupied by an object; ""the gas expanded to twice its original volume""","the property of something that is great in magnitude; ""it is cheaper to buy it in bulk""; ""he received a mass of correspondence""; ""the volume of exports""","physical objects consisting of a number of pages bound together; ""he used a large book as a doorstop""","a publication that is one of a set of several similar publications; ""the third volume was missing""; ""he asked for the 1989 volume of the Annual Review""","a relative amount; ""mix one volume of the solution with ten volumes of water""","the magnitude of sound (usually in a specified direction); ""the kids played their music at full volume""",,,,,,,,,,,,,,,,,,,,,,,,,,,
opportunity,"a possibility due to a favorable combination of circumstances; ""the holiday gave us the opportunity to visit Washington""; ""now is your chance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
station,"a facility equipped with special equipment and personnel for a particular purpose; ""he started looking for a gas station""; ""the train pulled into the station""","proper or designated social situation; ""he overstepped his place""; ""the responsibilities of a man in his station""; ""married above her station""",(nautical) the location to which a ship or fleet is assigned for duty,"the position where someone (as a guard or sentry) stands or is assigned to stand; ""a soldier manned the entrance post""; ""a sentry station""",the frequency assigned to a broadcasting station,,,,,,,,,,,,,,,,,,,,,,,,,,,,
close,"the temporal end; the concluding time; ""the stopping point of each round was signaled by a bell""; ""the market was up at the finish""; ""they were playing better at the close of the season""","the last section of a communication; ""in conclusion I want to say...""",the concluding part of any performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
equipment,an instrumentality needed for an undertaking or to perform a service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
need,"a condition requiring relief; ""she satisfied his need for affection""; ""God has no need of men to accomplish His work""; ""there is a demand for jobs""","anything that is necessary but lacking; ""he had sufficient means to meet his simple needs""; ""I tried to supply his wants""","the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior; ""we did not understand his motivation""; ""he acted with the best of motives""","a state of extreme poverty or destitution; ""their indigence appalled him""; ""a general state of need exists among the homeless""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic,a popular programming language that is relatively easy to learn; an acronym for beginner's all-purpose symbolic instruction code; no longer in general use,(usually plural) a necessary commodity for which demand is constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
including,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
around,"in the area or vicinity; ""a few spectators standing about""; ""hanging around""; ""waited around for the next flight""","by a circular or circuitous route; ""He came all the way around the base""; ""the road goes around the pond""","used of movement to or among many different places or in no particular direction; ""wandering about with no place to go""; ""people were rushing about""; ""news gets around (or about)""; ""traveled around in Asia""; ""he needs advice from someone who's been around""; ""she sleeps around""","in a circle or circular motion; ""The wheels are spinning around""","(of quantities) imprecise but fairly close to correct; ""lasted approximately an hour""; ""in just about a minute""; ""he's about 30 years old""; ""I've had about all I can stand""; ""we meet about once a month""; ""some forty people came""; ""weighs around a hundred pounds""; ""roughly $3,000""; ""holds 3 gallons, more or less""; ""20 or so people were at the party""","in or to a reversed position or direction; ""about face""; ""suddenly she turned around""","to a particular destination either specified or understood; ""she came around to see me""; ""I invited them around for supper""","all around or on all sides; ""dirty clothes lying around (or about)""; ""let's look about for help""; ""There were trees growing all around""; ""she looked around her""","in circumference; ""the trunk is ten feet around""; ""the pond is two miles around""","from beginning to end; throughout; ""It rains all year round on Skye""; ""frigid weather the year around""",,,,,,,,,,,,,,,,,,,,,,,
explain,"make plain and comprehensible; ""He explained the laws of physics to his students""","define; ""The committee explained their plan for fund-raising to the Dean""","serve as a reason or cause or justification of; ""Your need to sleep late does not excuse your late arrival at work""; ""Her recent divorce may explain her reluctance to date again""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
third,"one of three equal parts of a divisible whole; ""it contains approximately a third of the minimum daily requirement""","the fielding position of the player on a baseball team who is stationed near the third of the bases in the infield (counting counterclockwise from home plate); ""he is playing third""","following the second position in an ordering or series; ""a distant third""; ""he answered the first question willingly, the second reluctantly, and the third with resentment""","the musical interval between one note and another three notes away from it; ""a simple harmony written in major thirds""","the third from the lowest forward ratio gear in the gear box of a motor vehicle; ""you shouldn't try to start in third gear""","the base that must be touched third by a base runner in baseball; ""he was cut down on a close play at third""",,,,,,,,,,,,,,,,,,,,,,,,,,,
trial,"the act of testing something; ""in the experimental trials the amount of carbon was measured separately""; ""he called each flip of the coin a new trial""","trying something to find out about it; ""a sample for ten days free trial""; ""a trial of progesterone failed to relieve the pain""","the act of undergoing testing; ""he survived the great test of battle""; ""candidates must compete in a trial of skill""","(law) the determination of a person's innocence or guilt by due process of law; ""he had a fair trial and the jury found him guilty""; ""most of these complaints are settled before they go to trial""","(sports) a preliminary competition to determine qualifications; ""the trials for the semifinals began yesterday""","an annoying or frustrating or catastrophic event; ""his mother-in-law's visits were a great trial for him""; ""life is full of tribulations""; ""a visitation of the plague""",,,,,,,,,,,,,,,,,,,,,,,,,,,
rise,a growth in strength or number or importance,the act of changing location in an upward direction,"an upward slope or grade (as in a road); ""the car couldn't make it up the rise""","a movement upward; ""they cheered the rise of the hot-air balloon""","the amount a salary is increased; ""he got a 3% raise""; ""he got a wage hike""",the property possessed by a slope or surface that rises,a wave that lifts the surface of the water or ground,"(theology) the origination of the Holy Spirit at Pentecost; ""the emanation of the Holy Spirit""; ""the rising of the Holy Ghost""; ""the doctrine of the procession of the Holy Spirit from the Father and the Son""","an increase in cost; ""they asked for a 10% rise in rates""","increase in price or value; ""the news caused a general advance on the stock market""",,,,,,,,,,,,,,,,,,,,,,,
die,a small cube with 1 to 6 spots on the six faces; used in gambling to generate random numbers,a device used for shaping metal,a cutting tool that is fitted into a diestock and used for cutting male (external) screw threads on screws or bolts or pipes or rods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
